,transaction_id,tx_datetime,customer_id,terminal_id,tx_amount,tx_time_seconds,tx_time_days,TX_FRAUD,TX_FRAUD_SCENARIO
2095665,2095665,2024-02-26 11:46:26,2348,71,297.33,7559186,87,0.0,0
624168,624168,2023-12-27 03:05:54,3310,9067,1985.38,2257554,26,0.2,1
1832864,1832864,2024-02-15 12:05:39,3327,5351,2377.89,6609939,76,0.4,1
907246,907246,2024-01-07 17:28:43,4128,9319,1642.02,3259723,37,0.2,1
1872212,1872212,2024-02-17 06:34:07,2315,662,1938.1,6762847,78,0.2,1
1542509,1542509,2024-02-03 10:15:06,2459,7501,504.48,5566506,64,0.1,1
178236,178236,2023-12-08 11:13:53,2656,73,347.26,645233,7,0.0,0
1362137,1362137,2024-01-26 17:37:25,738,375,47.87,4901845,56,0.0,0
912945,912945,2024-01-08 04:47:00,2691,431,1790.62,3300420,38,0.2,1
175553,175553,2023-12-08 09:39:42,2767,9395,409.7,639582,7,0.0,0
852417,852417,2024-01-05 12:49:44,741,3469,115.69,3070184,35,0.0,0
439021,439021,2023-12-19 09:29:43,2509,3871,1776.36,1589383,18,0.2,1
962910,962910,2024-01-10 07:11:18,3525,7827,279.49,3481878,40,0.0,0
412964,412964,2023-12-18 08:01:29,3340,2415,899.16,1497689,17,0.1,1
1953781,1953781,2024-02-20 12:46:48,2109,2934,978.08,7044408,81,0.1,1
517036,517036,2023-12-22 12:43:48,2881,4891,644.29,1860228,21,0.1,1
1608575,1608575,2024-02-06 06:21:58,3792,1390,1959.45,5811718,67,0.2,1
932516,932516,2024-01-08 18:59:45,2397,1059,95.21,3351585,38,0.0,0
838902,838902,2024-01-05 00:28:42,620,118,1646.64,3025722,35,0.2,1
1341432,1341432,2024-01-25 22:32:57,2166,729,597.86,4833177,55,0.1,1
986836,986836,2024-01-11 07:11:03,1314,6373,797.68,3568263,41,0.1,1
482086,482086,2023-12-21 05:35:25,2255,3391,1639.12,1748125,20,0.2,1
982710,982710,2024-01-11 01:09:07,1965,1449,462.05,3546547,41,0.0,0
1291652,1291652,2024-01-23 19:00:18,1513,8908,278.54,4647618,53,0.0,0
2132962,2132962,2024-02-28 02:43:20,1988,7469,235.26,7699400,89,0.0,0
413637,413637,2023-12-18 08:30:18,4266,5005,1199.99,1499418,17,0.2,1
352339,352339,2023-12-15 14:40:40,3187,8571,3154.71,1262440,14,0.6000000000000001,1
1184750,1184750,2024-01-19 11:08:49,1120,3970,1608.6,4273729,49,0.2,1
1431869,1431869,2024-01-29 15:53:24,3742,6503,1193.06,5154804,59,0.2,1
2133021,2133021,2024-02-28 02:50:11,2089,3844,330.37,7699811,89,0.0,0
249920,249920,2023-12-11 11:05:13,2028,8868,205.6,903913,10,0.0,0
2079002,2079002,2024-02-25 16:08:12,937,7020,2984.07,7488492,86,0.4,1
1068941,1068941,2024-01-14 13:36:54,1264,5684,926.64,3850614,44,0.1,1
119012,119012,2023-12-05 21:06:33,1059,1107,187.9,421593,4,0.0,0
2068281,2068281,2024-02-25 09:40:22,4946,2670,932.72,7465222,86,0.1,1
2083101,2083101,2024-02-25 20:40:24,2383,7451,1230.47,7504824,86,0.2,1
1498821,1498821,2024-02-01 12:45:47,4513,6557,348.22,5402747,62,0.0,0
1880713,1880713,2024-02-17 12:04:09,820,4020,307.57,6782649,78,0.0,0
1951477,1951477,2024-02-20 11:30:34,507,5350,1565.3,7039834,81,0.2,1
957914,957914,2024-01-09 21:32:10,4506,9645,597.38,3447130,39,0.1,1
1532139,1532139,2024-02-02 20:12:42,1189,2000,231.15,5515962,63,0.0,0
1654707,1654707,2024-02-08 03:45:02,2917,4206,636.16,5975102,69,0.1,1
389226,389226,2023-12-17 08:03:29,174,2182,1502.27,1411409,16,0.2,1
1885624,1885624,2024-02-17 14:59:38,2062,5789,2301.07,6793178,78,0.4,1
1320921,1320921,2024-01-25 06:09:17,2967,4671,3372.56,4774157,55,0.6000000000000001,1
2014811,2014811,2024-02-23 05:14:02,2768,4824,2784.6,7276442,84,0.4,1
1114752,1114752,2024-01-16 12:24:28,2222,7078,1654.54,4019068,46,0.2,1
1243487,1243487,2024-01-21 18:33:54,658,8502,1586.26,4473234,51,0.2,1
1182771,1182771,2024-01-19 09:59:39,4587,9946,1514.07,4269579,49,0.2,1
221852,221852,2023-12-10 08:27:26,2835,4198,288.97,808046,9,0.0,0
1025404,1025404,2024-01-12 16:26:59,2531,4876,1067.6,3688019,42,0.2,1
1081783,1081783,2024-01-15 06:27:17,4858,3754,88.31,3911237,45,0.0,0
260399,260399,2023-12-11 17:54:07,3551,9158,853.26,928447,10,0.1,1
385037,385037,2023-12-17 03:42:07,2386,4105,74.82,1395727,16,0.0,0
177131,177131,2023-12-08 10:37:22,4639,9551,1190.13,643042,7,0.2,1
684467,684467,2023-12-29 12:36:46,4558,2524,2145.94,2464606,28,0.4,1
564312,564312,2023-12-24 12:22:00,1469,9472,1307.94,2031720,23,0.2,1
1573524,1573524,2024-02-04 14:23:38,2285,2816,2063.02,5667818,65,0.4,1
1402146,1402146,2024-01-28 12:14:09,3896,4632,28.88,5055249,58,0.0,0
240482,240482,2023-12-11 02:59:02,3982,6453,1112.14,874742,10,0.2,1
1686325,1686325,2024-02-09 10:18:38,365,6825,982.47,6085118,70,0.1,1
687496,687496,2023-12-29 14:24:00,4628,4060,695.07,2471040,28,0.1,1
635006,635006,2023-12-27 11:56:26,2735,5907,258.32,2289386,26,0.0,0
951220,951220,2024-01-09 14:37:05,4353,4131,230.37,3422225,39,0.0,0
1540497,1540497,2024-02-03 08:58:25,4360,6497,938.96,5561905,64,0.1,1
1724944,1724944,2024-02-10 23:01:33,687,9359,385.29,6217293,71,0.0,0
1784720,1784720,2024-02-13 11:51:37,3931,9847,1542.63,6436297,74,0.2,1
1132025,1132025,2024-01-17 08:25:13,4205,4973,1191.42,4091113,47,0.2,1
585976,585976,2023-12-25 11:07:05,4801,3060,489.49,2113625,24,0.0,0
571724,571724,2023-12-24 17:14:41,1961,8404,638.94,2049281,23,0.1,1
757785,757785,2024-01-01 13:29:25,4996,6848,266.49,2726965,31,0.0,0
250906,250906,2023-12-11 11:38:35,2532,9832,2339.93,905915,10,0.4,1
1868988,1868988,2024-02-17 01:58:20,3494,5823,751.14,6746300,78,0.1,1
1699699,1699699,2024-02-09 20:11:08,1320,132,527.47,6120668,70,0.1,1
1715436,1715436,2024-02-10 13:18:34,291,2997,995.64,6182314,71,0.1,1
1614083,1614083,2024-02-06 10:21:14,2497,3248,2463.78,5826074,67,0.4,1
1065692,1065692,2024-01-14 11:45:22,2494,2422,952.48,3843922,44,0.1,1
1934388,1934388,2024-02-19 15:37:40,2743,1591,1511.56,6968260,80,0.2,1
616933,616933,2023-12-26 15:21:33,981,8885,539.85,2215293,25,0.1,1
385488,385488,2023-12-17 04:22:25,2779,9828,442.13,1398145,16,0.0,0
1739334,1739334,2024-02-11 13:14:23,893,9609,104.69,6268463,72,0.0,0
292464,292464,2023-12-13 07:36:17,841,6591,2205.46,1064177,12,0.4,1
565373,565373,2023-12-24 12:57:10,4151,2391,1082.97,2033830,23,0.2,1
360039,360039,2023-12-16 00:55:46,1392,1131,144.9,1299346,15,0.0,0
1913417,1913417,2024-02-18 18:04:52,4572,3009,2553.4,6890692,79,0.4,1
1542770,1542770,2024-02-03 10:24:30,4628,5239,513.59,5567070,64,0.1,1
1596667,1596667,2024-02-05 13:56:26,2264,6602,147.23,5752586,66,0.0,0
137492,137492,2023-12-06 15:23:31,3957,1166,545.97,487411,5,0.1,1
1192711,1192711,2024-01-19 16:00:41,2694,474,1767.06,4291241,49,0.2,1
1703070,1703070,2024-02-10 04:42:03,475,4964,1574.05,6151323,71,0.2,1
307085,307085,2023-12-13 16:44:25,4254,1756,179.59,1097065,12,0.0,0
59964,59964,2023-12-03 11:55:17,108,3485,307.42,215717,2,0.0,0
1239291,1239291,2024-01-21 15:06:25,1768,3178,930.63,4460785,51,0.1,1
150076,150076,2023-12-07 08:35:09,4538,8493,2647.64,549309,6,0.4,1
839002,839002,2024-01-05 00:53:14,2409,7388,961.58,3027194,35,0.1,1
36608,36608,2023-12-02 12:19:46,1405,2887,97.77,130786,1,0.0,0
1238941,1238941,2024-01-21 14:51:39,4161,9859,228.64,4459899,51,0.0,0
345819,345819,2023-12-15 10:56:46,102,4737,25.01,1249006,14,0.0,0
1708651,1708651,2024-02-10 09:21:27,1595,3851,1597.92,6168087,71,0.2,1
1153451,1153451,2024-01-18 06:16:59,3348,6962,2670.2,4169819,48,0.4,1
720888,720888,2023-12-31 04:12:31,382,8193,140.25,2607151,30,0.0,0
945135,945135,2024-01-09 11:06:14,1303,7401,388.79,3409574,39,0.0,0
2040542,2040542,2024-02-24 06:54:46,1270,3771,643.67,7368886,85,0.1,1
1081099,1081099,2024-01-15 05:48:31,4587,210,2288.76,3908911,45,0.4,1
1470333,1470333,2024-01-31 10:04:30,3742,9185,1310.63,5306670,61,0.2,1
355836,355836,2023-12-15 17:12:03,4683,9741,39.04,1271523,14,0.0,0
760746,760746,2024-01-01 15:19:14,1811,1597,694.42,2733554,31,0.1,1
199497,199497,2023-12-09 09:30:37,4509,1190,1051.39,725437,8,0.2,1
2022273,2022273,2024-02-23 10:47:48,2316,2109,1202.42,7296468,84,0.2,1
1246838,1246838,2024-01-22 02:42:44,1432,8829,1977.06,4502564,52,0.2,1
1935122,1935122,2024-02-19 16:09:28,3399,3177,107.34,6970168,80,0.0,0
1354270,1354270,2024-01-26 12:21:39,3409,2985,1688.97,4882899,56,1.2,2
1149427,1149427,2024-01-17 21:30:07,1582,9541,274.23,4138207,47,0.0,0
998804,998804,2024-01-11 14:40:48,3144,5952,1956.34,3595248,41,0.2,1
906724,906724,2024-01-07 17:02:35,2702,4319,1526.11,3258155,37,0.2,1
1622262,1622262,2024-02-06 15:01:30,3198,4386,281.4,5842890,67,0.0,0
528057,528057,2023-12-23 01:30:18,1636,3888,670.08,1906218,22,0.1,1
410962,410962,2023-12-18 06:18:14,4868,110,103.69,1491494,17,0.0,0
1602434,1602434,2024-02-05 18:18:10,1881,676,1127.18,5768290,66,0.2,1
32248,32248,2023-12-02 09:53:30,2740,2045,1354.63,122010,1,0.2,1
486080,486080,2023-12-21 08:50:11,840,4217,1414.88,1759811,20,0.2,1
2105034,2105034,2024-02-26 18:05:54,1614,4119,2716.76,7581954,87,0.4,1
1274129,1274129,2024-01-23 07:00:56,3742,2709,393.23,4604456,53,0.0,0
877686,877686,2024-01-06 13:34:33,4007,2240,213.3,3159273,36,0.0,0
567815,567815,2023-12-24 14:26:25,2006,4178,858.05,2039185,23,0.1,1
1811991,1811991,2024-02-14 13:50:20,1825,4982,2737.94,6529820,75,0.4,1
1754442,1754442,2024-02-12 07:58:07,4396,2188,3725.18,6335887,73,0.6000000000000001,1
592742,592742,2023-12-25 15:04:07,2250,2919,1788.42,2127847,24,0.2,1
301587,301587,2023-12-13 13:07:43,4671,7262,1741.47,1084063,12,0.2,1
896610,896610,2024-01-07 10:46:55,4728,3504,168.03,3235615,37,0.0,0
949987,949987,2024-01-09 13:50:22,4952,4735,2859.68,3419422,39,0.4,1
567877,567877,2023-12-24 14:28:51,2533,8116,234.03,2039331,23,0.0,0
509923,509923,2023-12-22 08:35:34,4746,832,559.1,1845334,21,0.1,1
1815214,1815214,2024-02-14 15:54:58,4302,3761,402.73,6537298,75,0.0,0
385973,385973,2023-12-17 05:05:32,4098,9444,916.53,1400732,16,0.1,1
649425,649425,2023-12-28 05:05:00,2390,4914,1943.42,2351100,27,0.2,1
994615,994615,2024-01-11 12:13:02,4405,4587,1666.92,3586382,41,0.2,1
1129846,1129846,2024-01-17 06:43:15,1905,7746,1066.81,4084995,47,0.2,1
486197,486197,2023-12-21 08:54:36,2592,4020,488.78,1760076,20,0.0,0
1269136,1269136,2024-01-22 21:15:53,891,6106,1133.69,4569353,52,0.2,1
1912855,1912855,2024-02-18 17:32:00,2101,735,1098.33,6888720,79,0.2,1
813295,813295,2024-01-03 19:51:19,348,2089,2300.62,2922679,33,0.4,1
87837,87837,2023-12-04 14:18:06,253,6609,58.35,310686,3,0.0,0
111104,111104,2023-12-05 13:50:17,1274,5653,1660.52,395417,4,0.2,1
1867563,1867563,2024-02-16 20:58:08,4964,7491,1517.02,6728288,77,0.2,1
82704,82704,2023-12-04 11:21:03,1186,8881,878.94,300063,3,0.1,1
173268,173268,2023-12-08 08:08:19,4741,2984,3047.89,634099,7,0.6000000000000001,1
69658,69658,2023-12-03 18:57:22,2782,5307,673.38,241042,2,0.1,1
1802145,1802145,2024-02-14 07:52:36,2021,1360,1964.46,6508356,75,1.2,2
265452,265452,2023-12-12 04:32:20,244,1336,1237.47,966740,11,0.2,1
1523853,1523853,2024-02-02 13:17:07,1874,3596,5.73,5491027,63,0.0,0
813141,813141,2024-01-03 19:38:04,3760,9534,880.81,2921884,33,0.1,1
470266,470266,2023-12-20 13:36:50,2444,5659,99.6,1690610,19,0.0,0
1179956,1179956,2024-01-19 08:08:47,2939,2569,115.4,4262927,49,0.0,0
709205,709205,2023-12-30 13:08:18,910,9732,1210.05,2552898,29,0.2,1
2047897,2047897,2024-02-24 11:43:45,1295,4277,807.34,7386225,85,0.1,1
1268834,1268834,2024-01-22 20:38:54,3572,5509,587.2,4567134,52,0.1,1
1170324,1170324,2024-01-18 17:13:15,4616,7333,121.27,4209195,48,0.0,0
1812137,1812137,2024-02-14 13:55:59,2111,1221,281.65,6530159,75,0.0,0
1661910,1661910,2024-02-08 10:04:08,1582,3257,2308.56,5997848,69,0.4,1
1495346,1495346,2024-02-01 10:43:48,4371,4623,1365.34,5395428,62,0.2,1
1704529,1704529,2024-02-10 06:20:29,408,8053,211.56,6157229,71,0.0,0
1932420,1932420,2024-02-19 14:19:47,548,8530,1485.74,6963587,80,0.2,1
1603622,1603622,2024-02-05 19:52:25,4523,1770,522.59,5773945,66,0.1,1
81524,81524,2023-12-04 10:39:25,2806,5083,825.57,297565,3,0.1,1
168314,168314,2023-12-08 02:02:23,3210,2255,496.06,612143,7,0.0,0
1775420,1775420,2024-02-13 05:26:39,4707,9023,241.55,6413199,74,0.0,0
1078412,1078412,2024-01-15 01:10:11,3020,2936,699.4,3892211,45,0.1,1
1985073,1985073,2024-02-21 17:49:00,794,1242,524.67,7148940,82,0.1,1
454680,454680,2023-12-19 21:14:14,1075,7852,65.56,1631654,18,0.0,0
1229027,1229027,2024-01-21 09:04:20,1716,1591,774.74,4439060,51,0.1,1
1770692,1770692,2024-02-12 18:55:10,2011,2585,1412.79,6375310,73,0.2,1
1135639,1135639,2024-01-17 10:39:46,4635,6324,1194.19,4099186,47,0.2,1
1148037,1148037,2024-01-17 19:04:26,2264,4474,203.27,4129466,47,0.0,0
1293181,1293181,2024-01-23 21:28:10,597,3670,1297.86,4656490,53,0.2,1
1245968,1245968,2024-01-21 23:39:03,4755,8336,2293.6,4491543,51,0.4,1
1533645,1533645,2024-02-03 00:41:24,838,911,296.98,5532084,64,0.0,0
275618,275618,2023-12-12 11:59:58,3468,4278,746.0,993598,11,0.1,1
935708,935708,2024-01-09 03:13:33,3414,2635,36.12,3381213,39,0.0,0
1920727,1920727,2024-02-19 07:08:56,210,6554,178.69,6937736,80,0.0,0
1080111,1080111,2024-01-15 04:35:08,2893,3821,516.3,3904508,45,0.1,1
1362738,1362738,2024-01-26 18:11:35,81,8204,2150.6,4903895,56,0.4,1
1053620,1053620,2024-01-13 21:46:55,4092,8986,1146.03,3793615,43,0.2,1
2072765,2072765,2024-02-25 12:14:21,4104,4502,2509.3,7474461,86,0.4,1
482929,482929,2023-12-21 06:25:31,474,8505,49.6,1751131,20,0.0,0
1175433,1175433,2024-01-19 03:40:01,2727,5553,1305.51,4246801,49,0.2,1
135824,135824,2023-12-06 14:21:39,4937,6111,117.91,483699,5,0.0,0
1743808,1743808,2024-02-11 16:05:50,1582,231,1337.5,6278750,72,0.2,1
232614,232614,2023-12-10 14:55:13,2437,752,1078.68,831313,9,0.2,1
1818594,1818594,2024-02-14 18:57:21,4715,9105,2221.43,6548241,75,0.4,1
1156239,1156239,2024-01-18 08:30:47,1486,5425,99.62,4177847,48,0.0,0
838557,838557,2024-01-04 22:41:24,2801,9646,105.31,3019284,34,0.0,0
486042,486042,2023-12-21 08:48:08,4400,1247,231.45,1759688,20,0.0,0
1000237,1000237,2024-01-11 15:36:40,2592,928,928.27,3598600,41,0.1,1
772736,772736,2024-01-02 08:07:34,3413,9246,1994.74,2794054,32,0.2,1
882838,882838,2024-01-06 17:05:26,4983,2399,1443.47,3171926,36,0.2,1
1764622,1764622,2024-02-12 14:07:22,4373,2630,376.83,6358042,73,0.0,0
983836,983836,2024-01-11 03:50:28,3892,3557,1774.86,3556228,41,0.2,1
1784824,1784824,2024-02-13 11:55:20,4440,5485,846.92,6436520,74,0.1,1
1016895,1016895,2024-01-12 11:09:39,3769,8567,1520.6,3668979,42,0.2,1
584519,584519,2023-12-25 10:17:04,4538,3885,2327.3,2110624,24,0.4,1
167916,167916,2023-12-08 00:46:05,1613,6694,486.64,607565,7,0.0,0
2082432,2082432,2024-02-25 19:33:27,1732,1612,213.11,7500807,86,0.0,0
523325,523325,2023-12-22 16:49:53,1394,719,655.2,1874993,21,0.1,1
1257237,1257237,2024-01-22 11:32:07,4025,3709,296.41,4534327,52,0.0,0
903578,903578,2024-01-07 14:43:37,3293,7396,1532.6,3249817,37,0.2,1
1101771,1101771,2024-01-15 22:49:34,2699,2202,812.18,3970174,45,0.1,1
2140609,2140609,2024-02-28 09:57:00,1477,1622,354.15,7725420,89,0.0,0
1795276,1795276,2024-02-13 19:51:36,4282,1857,287.39,6465096,74,0.0,0
61272,61272,2023-12-03 12:41:19,1989,2250,140.34,218479,2,0.0,0
945470,945470,2024-01-09 11:17:03,2957,5670,1464.28,3410223,39,0.2,1
1078674,1078674,2024-01-15 02:04:09,3820,5252,850.88,3895449,45,0.1,1
1798767,1798767,2024-02-14 04:42:31,3959,6065,2361.73,6496951,75,0.4,1
1954870,1954870,2024-02-20 13:25:26,4513,218,258.59,7046726,81,0.0,0
897167,897167,2024-01-07 11:05:33,3628,3055,1854.38,3236733,37,0.2,1
2035554,2035554,2024-02-23 21:13:16,718,4873,849.76,7333996,84,0.1,1
1480045,1480045,2024-01-31 15:52:54,4658,1869,581.35,5327574,61,0.1,1
1549117,1549117,2024-02-03 14:02:42,1349,7728,38.63,5580162,64,0.0,0
313501,313501,2023-12-14 04:31:12,356,3811,2858.01,1139472,13,0.4,1
2149148,2149148,2024-02-28 14:51:15,4166,632,220.7,7743075,89,0.0,0
1010733,1010733,2024-01-12 07:02:56,1778,6824,66.96,3654176,42,0.0,0
2006580,2006580,2024-02-22 15:43:22,1988,2686,40.95,7227802,83,0.0,0
1233305,1233305,2024-01-21 11:33:10,2057,6124,320.45,4447990,51,0.0,0
1674476,1674476,2024-02-08 18:23:04,1859,1313,1375.27,6027784,69,0.2,1
639084,639084,2023-12-27 14:17:51,1429,2106,201.24,2297871,26,0.0,0
1963511,1963511,2024-02-20 21:06:55,1589,4119,1421.14,7074415,81,0.2,1
1372237,1372237,2024-01-27 08:51:40,2464,6593,1210.57,4956700,57,0.2,1
840748,840748,2024-01-05 04:36:49,2462,2378,528.62,3040609,35,0.1,1
1298451,1298451,2024-01-24 07:15:05,885,4765,483.38,4691705,54,0.0,0
625814,625814,2023-12-27 05:29:39,4434,9794,593.69,2266179,26,0.1,1
1173483,1173483,2024-01-18 21:29:15,3271,4985,1291.91,4224555,48,0.2,1
54634,54634,2023-12-03 08:42:02,2317,5274,1090.35,204122,2,0.2,1
1970486,1970486,2024-02-21 08:22:27,3342,8651,1573.26,7114947,82,0.2,1
1723648,1723648,2024-02-10 19:56:41,2440,7591,822.97,6206201,71,0.1,1
63495,63495,2023-12-03 14:01:11,3782,5202,2639.72,223271,2,0.4,1
775013,775013,2024-01-02 09:39:28,2884,559,245.66,2799568,32,0.0,0
1909591,1909591,2024-02-18 15:00:45,3831,4643,2734.04,6879645,79,0.4,1
1423206,1423206,2024-01-29 10:42:27,2089,8401,145.62,5136147,59,0.0,0
527811,527811,2023-12-23 00:32:48,3244,6024,671.27,1902768,22,0.1,1
209272,209272,2023-12-09 15:19:42,1134,9112,997.66,746382,8,0.1,1
1571607,1571607,2024-02-04 13:15:41,4560,1890,1363.48,5663741,65,0.2,1
805143,805143,2024-01-03 13:12:12,676,2996,169.25,2898732,33,0.0,0
1402211,1402211,2024-01-28 12:16:46,1528,9108,1041.43,5055406,58,0.2,1
1406903,1406903,2024-01-28 15:07:49,4824,7339,940.82,5065669,58,0.1,1
2148461,2148461,2024-02-28 14:24:23,4454,5286,58.52,7741463,89,0.0,0
1476655,1476655,2024-01-31 13:42:54,3290,8855,407.16,5319774,61,0.0,0
1957806,1957806,2024-02-20 15:15:19,3297,4629,13.06,7053319,81,0.0,0
413490,413490,2023-12-18 08:24:24,4349,9494,1170.78,1499064,17,0.2,1
386625,386625,2023-12-17 05:49:39,3334,1014,2315.82,1403379,16,0.4,1
981845,981845,2024-01-10 21:40:25,2209,620,783.44,3534025,40,0.1,1
443256,443256,2023-12-19 11:57:50,1948,6409,1037.36,1598270,18,0.2,1
1776324,1776324,2024-02-13 06:19:12,187,5252,753.85,6416352,74,0.1,1
1920595,1920595,2024-02-19 07:02:26,899,2822,2352.36,6937346,80,0.4,1
557904,557904,2023-12-24 08:32:44,2371,8206,761.47,2017964,23,0.1,1
678022,678022,2023-12-29 08:56:25,1146,252,1522.64,2451385,28,0.2,1
678247,678247,2023-12-29 09:05:13,4084,4353,1697.81,2451913,28,0.2,1
398795,398795,2023-12-17 13:45:16,4667,9925,547.41,1431916,16,0.1,1
1008897,1008897,2024-01-12 05:17:54,818,1225,1410.6,3647874,42,0.2,1
2135184,2135184,2024-02-28 05:50:55,2587,4953,3173.37,7710655,89,0.6000000000000001,1
979879,979879,2024-01-10 18:28:07,1829,205,1802.66,3522487,40,0.2,1
1566765,1566765,2024-02-04 10:26:18,3195,9263,401.67,5653578,65,0.0,0
999317,999317,2024-01-11 14:59:02,4378,9948,1227.06,3596342,41,0.2,1
574926,574926,2023-12-24 21:40:57,4630,8553,233.22,2065257,23,0.0,0
23263,23263,2023-12-01 21:37:49,588,6745,1063.89,77869,0,0.2,1
1303076,1303076,2024-01-24 10:20:01,825,3855,1605.35,4702801,54,0.2,1
775333,775333,2024-01-02 09:51:40,669,2196,442.94,2800300,32,0.0,0
2121811,2121811,2024-02-27 13:00:33,3078,1770,3475.51,7650033,88,0.6000000000000001,1
1256509,1256509,2024-01-22 11:07:46,818,3963,743.31,4532866,52,0.1,1
1337820,1337820,2024-01-25 17:15:09,2559,4264,3085.23,4814109,55,0.6000000000000001,1
645825,645825,2023-12-27 20:03:29,37,8328,366.67,2318609,26,0.0,0
1728235,1728235,2024-02-11 05:57:39,1706,5560,103.27,6242259,72,0.0,0
1291020,1291020,2024-01-23 18:17:16,1657,1786,2121.32,4645036,53,0.4,1
1267958,1267958,2024-01-22 19:16:18,3026,7133,1155.55,4562178,52,0.2,1
1199544,1199544,2024-01-20 04:00:19,2326,2201,980.99,4334419,50,0.1,1
446873,446873,2023-12-19 14:02:42,435,4826,672.09,1605762,18,0.1,1
1176850,1176850,2024-01-19 05:31:58,88,3555,1259.71,4253518,49,1.2,2
1250807,1250807,2024-01-22 07:25:23,4691,3220,523.33,4519523,52,0.1,1
1191276,1191276,2024-01-19 15:00:48,3485,4235,39.42,4287648,49,0.0,0
840026,840026,2024-01-05 03:29:32,4972,3747,187.2,3036572,35,0.0,0
564311,564311,2023-12-24 12:21:58,1268,4497,1727.23,2031718,23,0.2,1
361560,361560,2023-12-16 04:23:57,4074,6782,2443.45,1311837,15,0.4,1
1362850,1362850,2024-01-26 18:19:35,4580,59,96.5,4904375,56,0.0,0
1112676,1112676,2024-01-16 11:15:50,2663,5431,2206.39,4014950,46,0.4,1
1659754,1659754,2024-02-08 08:42:13,4987,7875,317.2,5992933,69,0.0,0
857774,857774,2024-01-05 16:09:40,3440,7913,82.79,3082180,35,0.0,0
1314611,1314611,2024-01-24 17:54:49,378,3276,1601.96,4730089,54,0.2,1
1760571,1760571,2024-02-12 11:46:57,3597,9758,502.74,6349617,73,0.1,1
217390,217390,2023-12-10 04:10:31,4227,5770,1556.43,792631,9,0.2,1
1474880,1474880,2024-01-31 12:39:35,3575,3047,1576.06,5315975,61,0.2,1
1062696,1062696,2024-01-14 09:58:06,3227,2247,975.67,3837486,44,0.1,1
7304,7304,2023-12-01 09:16:35,3445,566,616.68,33395,0,0.1,1
845341,845341,2024-01-05 08:34:00,129,3156,1640.1,3054840,35,0.2,1
1726131,1726131,2024-02-11 03:06:32,1318,100,1178.52,6231992,72,0.2,1
270944,270944,2023-12-12 09:16:28,3474,2235,9.72,983788,11,0.0,0
833318,833318,2024-01-04 15:56:12,4160,228,2394.92,2994972,34,0.4,1
1754709,1754709,2024-02-12 08:09:58,4592,7602,2102.54,6336598,73,0.4,1
1834538,1834538,2024-02-15 13:03:39,1715,4249,253.39,6613419,76,0.0,0
1746198,1746198,2024-02-11 18:09:33,1097,2742,1277.62,6286173,72,0.2,1
85027,85027,2023-12-04 12:37:42,947,4544,1887.18,304662,3,0.2,1
1350866,1350866,2024-01-26 10:23:46,2192,8573,142.34,4875826,56,0.0,0
357499,357499,2023-12-15 18:51:31,4946,1937,2435.32,1277491,14,0.4,1
293633,293633,2023-12-13 08:25:50,2783,6880,838.29,1067150,12,0.1,1
642674,642674,2023-12-27 16:44:06,1598,5719,2742.49,2306646,26,0.4,1
290039,290039,2023-12-13 05:19:51,1113,6023,354.56,1055991,12,0.0,0
48767,48767,2023-12-03 02:24:10,2738,1115,797.19,181450,2,0.1,1
1649948,1649948,2024-02-07 17:49:13,606,9667,83.27,5939353,68,0.0,0
1100627,1100627,2024-01-15 20:04:50,3668,5388,1339.82,3960290,45,0.2,1
506966,506966,2023-12-22 06:11:01,3882,3302,1336.37,1836661,21,0.2,1
1942194,1942194,2024-02-20 04:29:28,3867,2882,316.05,7014568,81,0.0,0
1012878,1012878,2024-01-12 08:41:26,2355,66,105.15,3660086,42,0.0,0
1875353,1875353,2024-02-17 08:53:17,3432,23,949.87,6771197,78,0.1,1
638881,638881,2023-12-27 14:10:11,3016,1449,655.9,2297411,26,0.1,1
708747,708747,2023-12-30 12:51:29,1565,6671,1084.97,2551889,29,0.2,1
271217,271217,2023-12-12 09:27:09,4333,9501,2302.97,984429,11,0.4,1
1729715,1729715,2024-02-11 07:17:49,4617,3239,490.28,6247069,72,0.0,0
1228842,1228842,2024-01-21 08:57:21,1762,9094,293.66,4438641,51,0.0,0
1835482,1835482,2024-02-15 13:34:36,3134,8573,1187.33,6615276,76,0.2,1
1824364,1824364,2024-02-15 06:30:04,4904,9718,36.86,6589804,76,0.0,0
1563322,1563322,2024-02-04 08:15:54,1119,4487,1830.28,5645754,65,0.2,1
433613,433613,2023-12-19 05:06:56,2983,1606,419.51,1573616,18,0.0,0
1094669,1094669,2024-01-15 14:35:13,4826,3392,1606.09,3940513,45,0.2,1
475720,475720,2023-12-20 17:27:28,3693,4968,1683.41,1704448,19,0.2,1
2120086,2120086,2024-02-27 12:01:02,2327,5172,742.12,7646462,88,0.1,1
879514,879514,2024-01-06 14:42:23,1765,9413,706.34,3163343,36,0.1,1
243889,243889,2023-12-11 07:09:23,4670,1447,6.96,889763,10,0.0,0
1805418,1805418,2024-02-14 09:59:57,594,2667,670.92,6515997,75,0.1,1
1973259,1973259,2024-02-21 10:08:24,4944,9661,2452.01,7121304,82,0.4,1
2151502,2151502,2024-02-28 16:32:35,800,1919,2234.99,7749155,89,0.4,1
141184,141184,2023-12-06 18:36:35,342,2373,2072.7,498995,5,0.4,1
